id,power_plant,code_cwape,operator,location,nominal_power,lat,lon,brand,type,state
Floreffe - Fosses-la-Ville2,Floreffe - Fosses-la-Ville,7056,EDF LUMINUS,Floreffe/Fosses-la-ville (plateau de Taravisée),2.3,50.419606,4.713918,Enercon,E82,En fonction
Floreffe - Fosses-la-Ville3,Floreffe - Fosses-la-Ville,7056,EDF LUMINUS,Floreffe/Fosses-la-ville (plateau de Taravisée),2.3,50.422984,4.717883,Enercon,E82,En fonction
Floreffe - Fosses-la-Ville4,Floreffe - Fosses-la-Ville,7946,EDF LUMINUS,Floreffe/Fosses-la-ville (plateau de Taravisée),2.3,50.420798,4.706004,Enercon,E82,En fonction
Floreffe - Fosses-la-Ville5,Floreffe - Fosses-la-Ville,7946,EDF LUMINUS,Floreffe/Fosses-la-ville (plateau de Taravisée),2.3,50.415607,4.713494,Enercon,E82,En fonction
Floreffe - Fosses-la-Ville6,Floreffe - Fosses-la-Ville,7946,EDF LUMINUS,Floreffe/Fosses-la-ville (plateau de Taravisée),2.3,50.41482,4.709,Enercon,E82,En fonction
Floreffe - Fosses-la-Ville7,Floreffe - Fosses-la-Ville,0,EDF LUMINUS,Floreffe/ Fosses-la-Ville extension,2.35,50.408684,4.707268,Enercon,E92,En fonction
Floreffe - Fosses-la-Ville8,Floreffe - Fosses-la-Ville,0,EDF LUMINUS,Floreffe/ Fosses-la-Ville extension,2.35,50.409627,4.71369,Enercon,E92,En fonction
Floreffe - Fosses-la-Ville9,Floreffe - Fosses-la-Ville,0,EDF LUMINUS,Floreffe/ Fosses-la-Ville extension,2.35,50.405653,4.716925,Enercon,E92,En fonction
Fosses-la-Ville,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.366317,4.651978,Enercon,E82,En fonction
Fosses-la-Ville1,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.365422,4.661053,Enercon,E82,En fonction
Fosses-la-Ville10,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.376432,4.651884,Enercon,E82,En fonction
Fosses-la-Ville11,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet / Fosses-la-ville extension,2.3,50.377776,4.660778,Enercon,E82,En fonction
Fosses-la-Ville12,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet / Fosses-la-ville extension,2.3,50.378881,4.667997,Enercon,E82,En fonction
Fosses-la-Ville13,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet / Fosses-la-ville extension,2.3,50.371432,4.629405,Enercon,E82,En fonction
Fosses-la-Ville14,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet / Fosses-la-ville extension,2.3,50.369102,4.63396,Enercon,E82,En fonction
Fosses-la-Ville2,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.365103,4.644915,Enercon,E82,En fonction
Fosses-la-Ville3,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.362282,4.651519,Enercon,E82,En fonction
Fosses-la-Ville4,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.361295,4.657654,Enercon,E82,En fonction
Fosses-la-Ville5,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.366977,4.639135,Enercon,E82,En fonction
Fosses-la-Ville6,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.369459,4.66105,Enercon,E82,En fonction
Fosses-la-Ville7,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.372788,4.656417,Enercon,E82,En fonction
Fosses-la-Ville8,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.374312,4.643521,Enercon,E82,En fonction
Fosses-la-Ville9,Fosses-la-Ville,233,Electricité du Bois du Prince s.a.,Mettet - Fosses-la-Ville,2,50.374561,4.662839,Enercon,E82,En fonction
Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,8760,Engie Electrabel,Frasnes-lez-Anvaing,2.05,50.658256,3.640404,Senvion,MM92,En fonction
Frasnes-lez-Anvaing1,Frasnes-lez-Anvaing,8760,Engie Electrabel,Frasnes-lez-Anvaing,2.05,50.65695,3.644299,Senvion,MM92,En fonction
Frasnes-lez-Anvaing2,Frasnes-lez-Anvaing,8231,Flawind,Frasnes-lez-Anvaing,2.05,50.655654,3.648392,Senvion,MM92,En fonction
Frasnes-lez-Anvaing3,Frasnes-lez-Anvaing,9421,Frasnes-Les-Vents,Frasnes-lez-Anvaing ext,2,50.653549,3.652624,Senvion,MM100,En fonction
Froidchapelle,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.224499,4.321062,GE,GE 2.5,En fonction
Froidchapelle1,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.223154,4.33034,GE,GE 2.5,En fonction
Froidchapelle2,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.22259,4.338566,GE,GE 2.5,En fonction
Froidchapelle3,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.220067,4.322734,GE,GE 2.5,En fonction
Froidchapelle4,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.219018,4.329166,GE,GE 2.5,En fonction
Froidchapelle5,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.21602,4.319893,GE,GE 2.5,En fonction
Froidchapelle6,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.214145,4.331034,GE,GE 2.5,En fonction
Froidchapelle7,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.21181,4.337648,GE,GE 2.5,En fonction
Froidchapelle8,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.209919,4.329972,GE,GE 2.5,En fonction
Froidchapelle9,Froidchapelle,2825,GREEN WIND,Beaumont (Froidchapelle),2.5,50.207255,4.320182,GE,GE 2.5,En fonction
Gembloux - Sombreffe,Gembloux - Sombreffe,86,Les Vents de l'Ornoi,Gembloux - Sombreffe,1.5,50.546654,4.633281,GE,GE 1.5sl,En fonction
Gembloux - Sombreffe1,Gembloux - Sombreffe,86,Les Vents de l'Ornoi,Gembloux - Sombreffe,1.5,50.548416,4.629383,GE,GE 1.5sl,En fonction
Gembloux - Sombreffe2,Gembloux - Sombreffe,86,Les Vents de l'Ornoi,Gembloux - Sombreffe,1.5,50.544129,4.636526,GE,GE 1.5sl,En fonction
Gembloux - Sombreffe3,Gembloux - Sombreffe,86,Les Vents de l'Ornoi,Gembloux - Sombreffe,1.5,50.539686,4.629588,GE,GE 1.5sl,En fonction
Gembloux - Sombreffe4,Gembloux - Sombreffe,86,Les Vents de l'Ornoi,Gembloux - Sombreffe (extension),1.5,50.542857,4.626601,Senvion,MD77,En fonction
Gembloux - Sombreffe5,Gembloux - Sombreffe,86,Les Vents de l'Ornoi,Gembloux - Sombreffe (extension),1.5,50.545832,4.622822,Senvion,MD77,En fonction
Gesves-Ohey,Gesves-Ohey,0,Windvision,Gesves - Ohey,3.2,50.404442,5.096074,Siemens,SWT-3.2-113,En Construction
Gesves-Ohey1,Gesves-Ohey,0,Windvision,Gesves - Ohey,3.2,50.407086,5.101658,Siemens,SWT-3.2-113,En Construction
Gesves-Ohey2,Gesves-Ohey,0,Windvision,Gesves - Ohey,3.2,50.41024,5.109093,Siemens,SWT-3.2-113,En Construction
Gesves-Ohey3,Gesves-Ohey,0,Windvision,Gesves - Ohey,3.2,50.413126,5.113247,Siemens,SWT-3.2-113,En Construction
Gesves-Ohey4,Gesves-Ohey,0,Windvision,Gesves - Ohey,3.2,50.41673,5.11775,Siemens,SWT-3.2-113,En Construction
Gesves-Ohey5,Gesves-Ohey,0,Energie 2030,Gesves - Ohey,3.2,50.420829,5.122037,Siemens,SWT-3.2-113,En Construction
Ghislenghien,Ghislenghien,147,Eoly,Ghislenghien,2,50.660142,3.851046,Enercon,E82,En fonction
Gouvy,Gouvy,8150,TIVANO,Gouvy,2.3,50.202093,5.928367,Nordex,N 100,En fonction
Gouvy1,Gouvy,8150,TIVANO,Gouvy,2.3,50.201066,5.932494,Nordex,N 100,En fonction
Gouvy2,Gouvy,8150,TIVANO,Gouvy,2.3,50.199561,5.936031,Nordex,N 100,En fonction
Gouvy3,Gouvy,8150,TIVANO,Gouvy,2.3,50.19953,5.938972,Nordex,N 100,En fonction
Gouvy4,Gouvy,8150,TIVANO,Gouvy,2.3,50.195589,5.941154,Nordex,N 100,En fonction
Houyet,Houyet,8241,ECOPOWER,Houyet (2),2.3,50.176526,4.862596,Enercon,E87,En fonction
Houyet1,Houyet,8241,ECOPOWER,Houyet (2),2.3,50.181061,4.87026,Enercon,E87,En fonction
Houyet2,Houyet,8241,ECOPOWER,Houyet (2),2.3,50.178495,4.881153,Enercon,E87,En fonction
Houyet3,Houyet,8241,ECOPOWER,Houyet (2),2.3,50.17889,4.893408,Enercon,E87,En fonction
Houyet4,Houyet,0,None,Mesnil-St-Blaise / Houyet extension,2.3,50.178523,4.874923,Enercon,E82,En fonction
Héron,Héron,0,EDF LUMINUS,Héron,2.5,50.531854,5.099757,Gamesa,G114,En fonction
Héron1,Héron,0,EDF LUMINUS,Héron,2.5,50.533289,5.105901,Gamesa,G114,En fonction
Héron2,Héron,0,EDF LUMINUS,Héron,2.5,50.535475,5.111437,Gamesa,G114,En fonction
La Louvière,La Louvière,10025,Magna Wind Park,Garo Centre (La Louvière),2.35,50.500785,4.179863,Enercon,E92,En fonction
La Louvière1,La Louvière,10025,Magna Wind Park,Garo Centre (La Louvière),2.35,50.500558,4.184163,Enercon,E92,En fonction
La Louvière2,La Louvière,10025,Magna Wind Park,Garo Centre (La Louvière),2.35,50.500481,4.192747,Enercon,E92,En fonction
La Louvière3,La Louvière,10025,Magna Wind Park,Garo Centre (La Louvière),2.35,50.500277,4.188477,Enercon,E92,En fonction
Leuze-en-Hainaut,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.604999,3.6701,Senvion,MM92,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide),Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.554111,3.623433,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)1,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.554313,3.628327,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)2,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.557453,3.628602,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)3,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.560439,3.633086,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)4,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.556661,3.635643,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)5,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.553241,3.639309,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)6,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.558801,3.624291,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)7,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.552181,3.639438,Enercon,E82,En fonction
Leuze-en-Hainaut 2 (Tourpes - Thumaide)8,Leuze-en-Hainaut 2 (Tourpes - Thumaide),8414,EDF LUMINUS,Tourpes - Thumaide,2.3,50.555969,3.642922,Enercon,E82,En fonction
Leuze-en-Hainaut1,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.602671,3.66276,Senvion,MM92,En fonction
Leuze-en-Hainaut2,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.600594,3.655375,Senvion,MM92,En fonction
Leuze-en-Hainaut3,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.597519,3.649503,Senvion,MM92,En fonction
Leuze-en-Hainaut4,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.594009,3.650319,Senvion,MM92,En fonction
Leuze-en-Hainaut5,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.591171,3.647919,Senvion,MM92,En fonction
Leuze-en-Hainaut6,Leuze-en-Hainaut,8122,Engie Electrabel,Leuze-en-Hainaut,2.05,50.58832,3.639051,Senvion,MM92,En fonction
Leuze-en-Hainaut7,Leuze-en-Hainaut,8144,e-NosVents,Leuze-en-Hainaut,2.05,50.58832,3.639051,Senvion,MM92,En fonction
Leuze-en-Hainaut8,Leuze-en-Hainaut,8123,e-NosVents,Leuze-en-Hainaut,2.05,50.59111,3.636635,Senvion,MM92,En fonction
Leuze-en-Hainaut9,Leuze-en-Hainaut,8173,PELZ - CLEF scrl,Leuze-en-Hainaut,2.05,50.596843,3.643284,Senvion,MM92,En fonction
Lierneux,Lierneux,0,EDF LUMINUS,Lierneux,3.2,50.323717,5.821805,Siemens,SWT-3.2-113,En Construction
Lierneux1,Lierneux,0,EDF LUMINUS,Lierneux,3.2,50.327678,5.826491,Siemens,SWT-3.2-113,En Construction
Lierneux2,Lierneux,0,EDF LUMINUS,Lierneux,3.2,50.331717,5.834229,Siemens,SWT-3.2-113,En Construction
Lierneux3,Lierneux,0,EDF LUMINUS,Lierneux,3.2,50.324503,5.827939,Siemens,SWT-3.2-113,En Construction
Lierneux4,Lierneux,0,EDF LUMINUS,Lierneux,3.2,50.321084,5.823803,Siemens,SWT-3.2-113,En Construction
Lierneux5,Lierneux,0,EDF LUMINUS,Lierneux,3.2,50.327986,5.832709,Siemens,SWT-3.2-113,En Construction
Lincent - Hélécine - Hannut,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.726361,4.987841,Vestas,V100,En fonction
Lincent - Hélécine - Hannut1,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.724898,4.992552,Vestas,V100,En fonction
Lincent - Hélécine - Hannut2,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.720601,5.01395,Vestas,V100,En fonction
Lincent - Hélécine - Hannut3,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.71979,5.020737,Vestas,V100,En fonction
Lincent - Hélécine - Hannut4,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.718874,5.039644,Vestas,V100,En fonction
Lincent - Hélécine - Hannut5,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.71867,5.045348,Vestas,V100,En fonction
Lincent - Hélécine - Hannut6,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.718292,5.051573,Vestas,V100,En fonction
Lincent - Hélécine - Hannut7,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.706846,5.102177,Vestas,V100,En fonction
Lincent - Hélécine - Hannut8,Lincent - Hélécine - Hannut,0,None,Greensky E40-Lincent-Hélécine-Hannut-Orp Jauche,2,50.705571,5.106291,Vestas,V100,En fonction
Marbais,Marbais,144,Electrastar,Marbais,2,50.541391,4.513279,Enercon,E82,En fonction
Marbais1,Marbais,144,Electrastar,Marbais,2,50.538903,4.517969,Enercon,E82,En fonction
Marbais10,Marbais,144,Electrastar,Marbais - extension,2,50.529909,4.507137,Enercon,E82,En fonction
Marbais2,Marbais,144,Electrastar,Marbais,2,50.536694,4.523153,Enercon,E82,En fonction
Marbais3,Marbais,144,Electrastar,Marbais,2,50.533777,4.525922,Enercon,E82,En fonction
Marbais4,Marbais,144,Electrastar,Marbais,2,50.538962,4.506797,Enercon,E82,En fonction
Marbais5,Marbais,144,Electrastar,Marbais,2,50.536801,4.509781,Enercon,E82,En fonction
Marbais6,Marbais,144,Electrastar,Marbais,2,50.533974,4.513426,Enercon,E82,En fonction
Marbais7,Marbais,144,Electrastar,Marbais,2,50.532161,4.518216,Enercon,E82,En fonction
Marbais8,Marbais,144,Electrastar,Marbais - extension,2,50.536841,4.498679,Enercon,E82,En fonction
Marbais9,Marbais,144,Electrastar,Marbais - extension,2,50.533427,4.50434,Enercon,E82,En fonction
Mesnil-Eglise - Finnevaux,Mesnil-Eglise - Finnevaux,94,Vents d'Houyet,Mesnil-Eglise- Finnevaux,0.695,50.15629,4.956203,Enercon,E40b,En fonction
Mesnil-Eglise - Finnevaux1,Mesnil-Eglise - Finnevaux,94,Vents d'Houyet,Mesnil-Eglise- Finnevaux,0.695,50.159742,4.931054,Enercon,E40b,En fonction
Mesnil-Eglise - Finnevaux2,Mesnil-Eglise - Finnevaux,132,Allons en vent,Mesnil-Eglise,0.8,50.160214,4.926441,Enercon,E48,En fonction
Modave,Modave,0,None,Modave (Les Trinitaires),3.2,50.495748,5.259374,Senvion,MM114,En Construction
Modave1,Modave,0,None,Modave (Les Trinitaires),3.2,50.495736,5.263292,Senvion,MM114,En Construction
Modave2,Modave,0,None,Modave (Les Trinitaires),3.2,50.493156,5.265625,Senvion,MM114,En Construction
Modave3,Modave,0,None,Modave (Les Trinitaires),3.2,50.493609,5.272131,Senvion,MM114,En Construction
Modave4,Modave,0,None,Modave (Les Trinitaires),3.2,50.496709,5.268949,Senvion,MM114,En Construction
Molenbaix,Molenbaix,0,Cordona Wind,Molenbaix (Celles - Pecq),2,50.703379,3.387881,Senvion,MM100,En Construction
Molenbaix1,Molenbaix,0,Cordona Wind,Molenbaix (Celles - Pecq),2,50.705853,3.394611,Senvion,MM100,En Construction
Molenbaix2,Molenbaix,0,Cordona Wind,Molenbaix (Celles - Pecq),2,50.696715,3.38659,Senvion,MM100,En Construction
Molenbaix3,Molenbaix,0,Cordona Wind,Molenbaix (Celles - Pecq),2,50.701978,3.403228,Senvion,MM100,En Construction
Molenbaix4,Molenbaix,0,PELZ - CLEF scrl,Molenbaix (Celles - Pecq),2,50.703862,3.409263,Senvion,MM100,En Construction
Nivelles,Nivelles,0,None,Nivelles,3.4,50.575332,4.3078,Senvion,MM114,En fonction
Nivelles1,Nivelles,0,None,Nivelles,3.4,50.571798,4.305602,Senvion,MM114,En fonction
Nivelles2,Nivelles,0,None,Nivelles,3.4,50.577596,4.303307,Senvion,MM114,En fonction
Nivelles3,Nivelles,0,None,Nivelles,3.4,50.57398,4.300912,Senvion,MM114,En fonction
Ollignies,Ollignies,0,None,Ollignies Ath/Lessines,2,50.674486,3.875096,Vestas,V100,En fonction
Peruwelz - Beloeil,Peruwelz - Beloeil,0,IPALLE - IDETA,Peruwelz - Beloeil (Moulin St-Roch),2,50.529737,3.620488,Senvion,MM100,En Construction
Peruwelz - Beloeil1,Peruwelz - Beloeil,0,IPALLE - IDETA,Peruwelz - Beloeil (Moulin St-Roch),2,50.531518,3.617765,Senvion,MM100,En Construction
Peruwelz - Beloeil2,Peruwelz - Beloeil,0,IPALLE - IDETA,Peruwelz - Beloeil (Moulin St-Roch),2,50.533362,3.615126,Senvion,MM100,En Construction
Peruwelz - Beloeil3,Peruwelz - Beloeil,0,IPALLE - IDETA,Peruwelz - Beloeil (Moulin St-Roch),2,50.535715,3.613439,Senvion,MM100,En Construction
Perwez 2,Perwez 2,107,Les vents de Perwez,Perwez,1.5,50.616839,4.78661,GE,GE 1.5,En fonction
Perwez 21,Perwez 2,107,Les vents de Perwez,Perwez,1.5,50.614485,4.791252,GE,GE 1.5,En fonction
Perwez 22,Perwez 2,107,Les vents de Perwez,Perwez,1.5,50.611778,4.796568,GE,GE 1.5,En fonction
Perwez 23,Perwez 2,107,Les vents de Perwez,Perwez,1.5,50.608991,4.801262,GE,GE 1.5,En fonction
Perwez 24,Perwez 2,107,Les vents de Perwez,Perwez,1.5,50.603978,4.800523,GE,GE 1.5,En fonction
Perwez 3,Perwez 3,130,ENI Wind Belgium,Perwez,1.5,50.604269,4.794593,Senvion,MD77,En fonction
Perwez 31,Perwez 3,130,ENI Wind Belgium,Perwez,1.5,50.606474,4.791406,Senvion,MD77,En fonction
Perwez 32,Perwez 3,130,ENI Wind Belgium,Perwez,1.5,50.608661,4.788261,Senvion,MD77,En fonction
Perwez 4 Aische-en-Refail,Perwez 4 Aische-en-Refail,7963,Hegoa Wind,Eghezée - Aische-en-Refail,2.5,50.599505,4.796838,Nordex,N 100,En fonction
Perwez 4 Aische-en-Refail1,Perwez 4 Aische-en-Refail,7963,Hegoa Wind,Eghezée - Aische-en-Refail,2.5,50.596634,4.80016,Nordex,N 100,En fonction
Perwez 4 Aische-en-Refail2,Perwez 4 Aische-en-Refail,7963,Hegoa Wind,Eghezée (Aische-en-Refail) - PERWEZ 4,2.5,50.601494,4.805869,Nordex,N 100,En fonction
Perwez 5 et 6,Perwez 5 et 6,8559,ASPIRAVI,Perwez,2,50.607074,4.792301,Vestas,V90,En fonction
Perwez 5 et 61,Perwez 5 et 6,8559,ASPIRAVI,Perwez,2,50.604856,4.781503,Vestas,V90,En fonction
Perwez 5 et 62,Perwez 5 et 6,8559,ASPIRAVI,Perwez,2,50.602291,4.784856,Vestas,V90,En fonction
Perwez 5 et 63,Perwez 5 et 6,8385,ELICIO,Perwez,2,50.595868,4.790958,Vestas,V90,En fonction
Perwez 5 et 64,Perwez 5 et 6,8385,ELICIO,Perwez,2,50.591444,4.793488,Vestas,V90,En fonction
Pont-à-Celles,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.552546,4.343416,Enercon,E82,En fonction
Pont-à-Celles1,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.549913,4.34727,Enercon,E82,En fonction
Pont-à-Celles2,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.548143,4.35156,Enercon,E82,En fonction
Pont-à-Celles3,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.54449,4.339202,Enercon,E82,En fonction
Pont-à-Celles4,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.543521,4.345523,Enercon,E82,En fonction
Pont-à-Celles5,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.541966,4.350151,Enercon,E82,En fonction
Pont-à-Celles6,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.538494,4.339953,Enercon,E82,En fonction
Pont-à-Celles7,Pont-à-Celles,2412,Sky Sweeper sa,Pont-à-Celles,2,50.536634,4.34499,Enercon,E82,En fonction
Quévy,Quévy,7929,KVNRG,Quévy-le gd Q-le Pt Bougnies,2,50.371235,3.95446,Enercon,E82,En fonction
Quévy1,Quévy,7929,KVNRG,Quévy-le gd Q-le Pt Bougnies,2,50.374453,3.949286,Enercon,E82,En fonction
Quévy2,Quévy,7929,KVNRG,Quévy-le gd Q-le Pt Bougnies,2,50.377016,3.954466,Enercon,E82,En fonction
Quévy3,Quévy,7929,KVNRG,Quévy-le gd Q-le Pt Bougnies,2,50.37495,3.942351,Enercon,E82,En fonction
Quévy4,Quévy,7929,KVNRG,Quévy-le gd Q-le Pt Bougnies,2,50.379544,3.960011,Enercon,E82,En fonction
Quévy5,Quévy,7984,Engie Electrabel,Quévy-le gd Q-le Pt Bougnies,2,50.380044,3.948984,Enercon,E82,En fonction
Quévy6,Quévy,7984,Engie Electrabel,Quévy-le gd Q-le Pt Bougnies,2,50.382958,3.954301,Enercon,E82,En fonction
Quévy7,Quévy,7984,Engie Electrabel,Quévy-le gd Q-le Pt Bougnies,2,50.387667,3.958606,Enercon,E82,En fonction
Quévy8,Quévy,7962,SODECOM - Vanheede Windpower,Quévy-le gd Q-le Pt Bougnies,2,50.366852,3.960696,Enercon,E82,En fonction
Saint-Vith,Saint-Vith,104,ENERGIE 2030,Saint Vith,0.5,50.284711,6.100228,Enercon,E40b,En fonction
Saint-Vith 2,Saint-Vith 2,8054,Windfarm Sankt-Vith,Saint Vith,2,50.311587,6.078065,Vestas,V90,En fonction
Saint-Vith 21,Saint-Vith 2,8054,Windfarm Sankt-Vith,Saint Vith,2,50.308081,6.076183,Vestas,V90,En fonction
Saint-Vith 22,Saint-Vith 2,8054,Windfarm Sankt-Vith,Saint Vith,2,50.30453,6.074216,Vestas,V90,En fonction
Saint-Vith 23,Saint-Vith 2,8054,Windfarm Sankt-Vith,Saint Vith,2,50.30187,6.071074,Vestas,V90,En fonction
Saint-Vith 24,Saint-Vith 2,8054,Windfarm Sankt-Vith,Saint Vith,2,50.299468,6.068082,Vestas,V90,En fonction
Sainte Ode,Sainte Ode,50,RPC,Flamièrge,1.25,50.029937,5.585337,Dewind,D6,En fonction
Sainte Ode1,Sainte Ode,50,RPC,Flamièrge,1.25,50.028638,5.59005,Dewind,D6,En fonction
Sainte Ode10,Sainte Ode1,7911,RPC,Sainte Ode,2.5,50.00567,5.595309,Fuhrlander,FL 2500 2500kW,En fonction
Sainte Ode11,Sainte Ode1,7911,RPC,Sainte Ode,2.5,50.002066,5.600281,Fuhrlander,FL 2500 2500kW,En fonction
Sainte Ode2,Sainte Ode,50,RPC,Flamièrge,1.25,50.027536,5.592172,Dewind,D6,En fonction
Sainte Ode3,Sainte Ode,50,RPC,Flamièrge,1.25,50.026524,5.594309,Dewind,D6,En fonction
Sainte Ode4,Sainte Ode,50,RPC,Flamièrge,1.25,50.025272,5.596259,Dewind,D6,En fonction
Sainte Ode5,Sainte Ode,50,RPC,Flamièrge,1.25,50.023887,5.597926,Dewind,D6,En fonction
Sainte Ode6,Sainte Ode,7911,RPC,Sainte Ode,2.5,50.017682,5.604744,Fuhrlander,FL 2500 2500kW,En fonction
Sainte Ode7,Sainte Ode,7911,RPC,Sainte Ode,2.5,50.015953,5.609151,Fuhrlander,FL 2500 2500kW,En fonction
Sainte Ode8,Sainte Ode,7911,RPC,Sainte Ode,2.5,50.014197,5.613543,Fuhrlander,FL 2500 2500kW,En fonction
Sainte Ode9,Sainte Ode,7911,RPC,Sainte Ode,2.5,50.008353,5.588304,Fuhrlander,FL 2500 2500kW,En fonction
Seneffe,Seneffe,8242,Dow Corning,Seneffe,2.3,50.512792,4.262761,Enercon,E82,En fonction
Spy,Spy,0,EDF LUMINUS,Spy 3 - Fri-Pharma,2.2,50.503917,4.72023,Vestas,V100,En Construction
Spy1,Spy,8869,EDF LUMINUS,SPY - Jemeppe-sur-sambre,3.4,50.500566,4.704093,Senvion,3.4M,En fonction
Spy2,Spy,8869,EDF LUMINUS,SPY - Jemeppe-sur-sambre,3.4,50.497983,4.708374,Senvion,3.4M,En fonction
Spy3,Spy,9510,Eoly,SPY - Jemeppe-sur-sambre,3.4,50.4978,4.715406,Senvion,3.4M,En fonction
Sterpenich,Sterpenich,0,Wind4Wallonia,Sterpenich (Arlon),2,49.638208,5.89333,Senvion,MM100,En fonction
